id_credvoucher,id_cliente,data_criacao,valor_voucher,tipo_credito,data_expiracao,id_compra
2251,736,2015-08-14,7631.94,crédito desculpa,2016-08-13,2812.0
2252,865,2017-07-18,8715.69,crédito cancelamento,2018-07-18,2813.0
2253,33,2010-12-22,676.97,cartão presente,2011-06-20,2814.0
2254,532,2010-03-01,1282.2,crédito desculpa,2011-03-01,2815.0
2255,504,2016-05-13,109.52,crédito desculpa,2017-05-13,2816.0
2256,819,2011-07-04,223.84,crédito desculpa,2012-07-03,2818.0
2257,107,2017-05-30,82.79,cartão presente,2017-11-26,2819.0
2258,490,2016-07-19,4078.55,cartão presente,2017-01-15,2820.0
2259,634,2014-02-04,238.03,crédito cancelamento,2015-02-04,2821.0
2260,909,2013-12-05,4046.15,crédito desculpa,2014-12-05,2822.0
2261,900,2020-05-19,9695.91,crédito cancelamento,2021-05-19,2823.0
2262,754,2010-03-18,829.29,cartão presente,2010-09-14,2824.0
2263,651,2016-03-09,9710.3,crédito cancelamento,2017-03-09,2827.0
2264,465,2018-05-21,300.1,crédito desculpa,2019-05-21,2831.0
2265,925,2016-11-16,6136.61,crédito cancelamento,2017-11-16,2832.0
2266,381,2012-08-20,385.02,crédito desculpa,2013-08-20,2835.0
2267,376,2019-11-11,25.88,crédito cancelamento,2020-11-10,2839.0
2268,991,2013-12-28,5970.03,crédito desculpa,2014-12-28,2840.0
2269,448,2015-03-26,1611.12,cartão presente,2015-09-22,2841.0
2270,706,2011-05-25,8362.82,crédito desculpa,2012-05-24,2842.0
2271,402,2020-03-31,8783.31,crédito desculpa,2021-03-31,2843.0
2272,658,2019-03-26,9161.29,cartão presente,2019-09-22,2845.0
2273,224,2012-11-23,773.15,crédito desculpa,2013-11-23,2846.0
2274,402,2014-02-21,217.76,crédito desculpa,2015-02-21,2847.0
2275,424,2018-07-28,450.51,cartão presente,2019-01-24,2850.0
2276,136,2013-04-06,6496.27,cartão presente,2013-10-03,2851.0
2277,548,2017-08-25,3490.25,crédito cancelamento,2018-08-25,2852.0
2278,142,2013-06-21,2302.76,crédito desculpa,2014-06-21,2857.0
2279,524,2017-08-24,1820.02,crédito cancelamento,2018-08-24,2858.0
2280,125,2019-05-09,476.25,crédito cancelamento,2020-05-08,2859.0
2281,487,2019-09-21,977.22,crédito desculpa,2020-09-20,2861.0
2282,238,2015-01-17,354.65,crédito cancelamento,2016-01-17,2867.0
2283,551,2015-12-06,17.18,crédito desculpa,2016-12-05,2868.0
2284,280,2010-12-27,553.84,cartão presente,2011-06-25,2871.0
2285,641,2016-12-19,2809.18,cartão presente,2017-06-17,2872.0
2286,303,2012-03-29,9547.95,crédito cancelamento,2013-03-29,2875.0
2287,656,2019-07-02,8077.69,crédito cancelamento,2020-07-01,2877.0
2288,664,2016-01-08,600.7,crédito cancelamento,2017-01-07,2880.0
2289,25,2016-08-18,3040.56,cartão presente,2017-02-14,2884.0
2290,671,2010-07-12,4.06,crédito desculpa,2011-07-12,2885.0
2291,6,2020-04-07,6962.87,crédito cancelamento,2021-04-07,2886.0
2292,872,2010-08-25,405.44,cartão presente,2011-02-21,2888.0
2293,87,2017-07-31,1646.09,cartão presente,2018-01-27,2892.0
2294,700,2011-11-29,8948.24,crédito cancelamento,2012-11-28,2893.0
2295,445,2010-06-08,2945.39,crédito desculpa,2011-06-08,2894.0
2296,904,2017-06-02,3081.43,crédito cancelamento,2018-06-02,2896.0
2297,125,2016-10-25,249.19,cartão presente,2017-04-23,2899.0
2298,37,2014-01-21,7960.01,cartão presente,2014-07-20,2900.0
2299,315,2018-03-25,857.12,crédito cancelamento,2019-03-25,2901.0
2300,755,2015-02-12,2664.09,crédito desculpa,2016-02-12,2902.0
2301,879,2019-01-17,509.65,crédito desculpa,2020-01-17,2903.0
2302,147,2017-02-25,380.91,crédito cancelamento,2018-02-25,2904.0
2303,501,2016-05-12,4137.1,crédito cancelamento,2017-05-12,2905.0
2304,321,2011-08-22,591.32,cartão presente,2012-02-18,2906.0
2305,51,2015-08-23,885.54,cartão presente,2016-02-19,2909.0
2306,941,2014-09-16,475.05,crédito desculpa,2015-09-16,2910.0
2307,30,2019-04-02,6322.3,crédito desculpa,2020-04-01,2911.0
2308,289,2017-11-25,517.96,crédito cancelamento,2018-11-25,2913.0
2309,999,2015-10-07,603.74,crédito cancelamento,2016-10-06,2914.0
2310,736,2019-05-23,2441.57,cartão presente,2019-11-19,2915.0
2311,960,2014-06-09,9690.49,crédito cancelamento,2015-06-09,2916.0
2312,866,2018-11-04,350.73,cartão presente,2019-05-03,2917.0
2313,347,2012-01-16,947.72,crédito desculpa,2013-01-15,2918.0
2314,312,2020-01-06,7890.97,crédito desculpa,2021-01-05,2919.0
2315,530,2019-06-17,233.69,crédito desculpa,2020-06-16,2921.0
2316,203,2019-04-05,7822.23,crédito desculpa,2020-04-04,2924.0
2317,281,2012-06-06,827.06,crédito cancelamento,2013-06-06,2925.0
2318,61,2016-04-11,4832.21,crédito desculpa,2017-04-11,2927.0
2319,914,2012-08-06,380.55,cartão presente,2013-02-02,2929.0
2320,146,2016-05-23,2708.46,cartão presente,2016-11-19,2931.0
2321,23,2016-02-20,3880.48,cartão presente,2016-08-18,2933.0
2322,935,2014-05-21,1564.32,crédito cancelamento,2015-05-21,2934.0
2323,316,2019-04-20,164.83,crédito cancelamento,2020-04-19,2935.0
2324,349,2013-07-28,140.91,cartão presente,2014-01-24,2937.0
2325,135,2012-05-03,899.72,cartão presente,2012-10-30,2938.0
2326,850,2011-10-31,987.53,cartão presente,2012-04-28,2940.0
2327,780,2016-03-22,337.55,crédito cancelamento,2017-03-22,2943.0
2328,342,2014-08-15,4214.13,crédito desculpa,2015-08-15,2944.0
2329,158,2010-01-06,88.18,cartão presente,2010-07-05,2945.0
2330,327,2016-09-05,402.37,cartão presente,2017-03-04,2947.0
2331,445,2012-01-28,8823.75,cartão presente,2012-07-26,2950.0
2332,160,2019-04-08,1068.96,crédito desculpa,2020-04-07,2952.0
2333,720,2010-05-08,286.88,crédito desculpa,2011-05-08,2953.0
2334,504,2019-10-12,663.18,cartão presente,2020-04-09,2956.0
2335,322,2016-04-02,510.07,crédito cancelamento,2017-04-02,2957.0
2336,581,2011-08-09,8775.57,cartão presente,2012-02-05,2962.0
2337,218,2018-06-21,3413.51,crédito desculpa,2019-06-21,2963.0
2338,139,2019-11-26,7338.72,crédito cancelamento,2020-11-25,2964.0
2339,134,2015-05-25,6572.84,crédito desculpa,2016-05-24,2965.0
2340,231,2020-04-11,8742.69,crédito desculpa,2021-04-11,2968.0
2341,581,2015-02-21,996.59,crédito cancelamento,2016-02-21,2969.0
2342,515,2015-09-26,1259.87,cartão presente,2016-03-24,2970.0
2343,907,2018-03-20,86.83,cartão presente,2018-09-16,2971.0
2344,215,2015-11-20,941.13,cartão presente,2016-05-18,2976.0
2345,731,2018-12-16,217.82,cartão presente,2019-06-14,2977.0
2346,841,2017-04-04,4055.13,cartão presente,2017-10-01,2978.0
2347,866,2011-11-04,77.61,crédito cancelamento,2012-11-03,2979.0
2348,347,2013-09-25,922.63,crédito desculpa,2014-09-25,2980.0
2349,183,2011-06-07,74.1,crédito desculpa,2012-06-06,2981.0
2350,753,2013-01-23,961.97,crédito desculpa,2014-01-23,2983.0
2351,279,2014-01-14,879.51,crédito desculpa,2015-01-14,2985.0
2352,894,2012-07-22,290.99,cartão presente,2013-01-18,2988.0
2353,247,2014-02-27,517.62,cartão presente,2014-08-26,2989.0
2354,503,2018-08-18,3644.8,crédito cancelamento,2019-08-18,2990.0
2355,298,2011-04-19,8689.17,crédito desculpa,2012-04-18,2992.0
2356,975,2019-04-12,451.93,crédito cancelamento,2020-04-11,2994.0
2357,767,2018-08-17,1642.95,crédito desculpa,2019-08-17,2995.0
2358,126,2010-07-19,588.3,crédito cancelamento,2011-07-19,2996.0
2359,691,2013-04-21,590.67,cartão presente,2013-10-18,2997.0
2360,335,2017-10-23,582.86,crédito desculpa,2018-10-23,2998.0
2361,679,2010-04-08,1958.06,cartão presente,2010-10-05,3000.0
2362,508,2020-03-01,37.85,cartão presente,2020-08-28,3001.0
2363,455,2016-09-06,2219.01,cartão presente,2017-03-05,3007.0
2364,288,2018-01-14,261.75,cartão presente,2018-07-13,3008.0
2365,497,2019-11-21,882.44,crédito desculpa,2020-11-20,3009.0
2366,216,2013-04-30,904.35,crédito desculpa,2014-04-30,3011.0
2367,144,2011-11-03,7494.18,crédito cancelamento,2012-11-02,3014.0
2368,743,2012-12-14,9273.16,crédito desculpa,2013-12-14,3015.0
2369,671,2015-12-19,774.6,crédito desculpa,2016-12-18,3016.0
2370,562,2011-10-09,5431.33,crédito desculpa,2012-10-08,3017.0
2371,648,2012-10-12,5155.55,crédito cancelamento,2013-10-12,3018.0
2372,947,2019-02-18,5901.87,cartão presente,2019-08-17,3019.0
2373,860,2018-11-15,367.01,crédito cancelamento,2019-11-15,3022.0
2374,210,2015-10-03,501.71,crédito cancelamento,2016-10-02,3023.0
2375,704,2014-01-12,7340.17,crédito cancelamento,2015-01-12,3024.0
2376,374,2019-07-11,9786.86,crédito desculpa,2020-07-10,3025.0
2377,223,2011-07-05,670.03,crédito desculpa,2012-07-04,3026.0
2378,761,2013-11-13,167.8,crédito cancelamento,2014-11-13,3027.0
2379,844,2014-04-30,674.63,cartão presente,2014-10-27,3028.0
2380,176,2018-12-23,437.5,crédito desculpa,2019-12-23,3032.0
2381,88,2013-10-01,7630.41,cartão presente,2014-03-30,3034.0
2382,117,2017-09-21,710.29,cartão presente,2018-03-20,3035.0
2383,49,2016-10-18,411.7,crédito desculpa,2017-10-18,3036.0
2384,689,2012-02-06,5215.44,crédito desculpa,2013-02-05,3037.0
2385,531,2010-04-09,352.79,crédito desculpa,2011-04-09,3038.0
2386,191,2013-11-10,646.83,crédito desculpa,2014-11-10,3039.0
2387,653,2015-10-25,8506.26,cartão presente,2016-04-22,3041.0
2388,255,2013-05-08,8901.07,crédito desculpa,2014-05-08,3045.0
2389,902,2013-07-27,908.49,crédito desculpa,2014-07-27,3046.0
2390,21,2018-11-25,5487.77,crédito cancelamento,2019-11-25,3048.0
2391,600,2019-06-12,7145.64,crédito cancelamento,2020-06-11,3051.0
2392,426,2013-04-30,9940.6,crédito desculpa,2014-04-30,3052.0
2393,238,2012-12-15,445.24,cartão presente,2013-06-13,3053.0
2394,448,2016-02-26,7139.46,crédito desculpa,2017-02-25,3054.0
2395,953,2018-12-05,566.41,crédito desculpa,2019-12-05,3056.0
2396,230,2014-02-11,258.28,cartão presente,2014-08-10,3058.0
2397,991,2015-09-26,6488.87,cartão presente,2016-03-24,3060.0
2398,773,2011-07-16,8155.4,crédito cancelamento,2012-07-15,3062.0
2399,53,2015-02-04,987.17,crédito desculpa,2016-02-04,3063.0
2400,550,2015-05-06,3738.98,crédito desculpa,2016-05-05,3064.0
2401,893,2011-10-17,499.19,cartão presente,2012-04-14,3066.0
2402,641,2017-09-08,8988.71,crédito cancelamento,2018-09-08,3067.0
2403,467,2018-08-04,802.82,cartão presente,2019-01-31,3069.0
2404,66,2015-04-26,5252.64,crédito desculpa,2016-04-25,3071.0
2405,501,2018-01-16,4560.57,cartão presente,2018-07-15,3072.0
2406,718,2020-01-02,135.72,crédito cancelamento,2021-01-01,3076.0
2407,170,2013-03-27,1699.44,crédito desculpa,2014-03-27,3078.0
2408,761,2019-05-03,3553.02,cartão presente,2019-10-30,3080.0
2409,478,2019-12-18,909.42,cartão presente,2020-06-15,3081.0
2410,102,2014-06-19,8790.53,crédito desculpa,2015-06-19,3083.0
2411,55,2015-10-29,226.58,cartão presente,2016-04-26,3084.0
2412,706,2017-08-24,37.79,cartão presente,2018-02-20,3085.0
2413,509,2011-11-22,5854.12,cartão presente,2012-05-20,3086.0
2414,726,2013-09-01,141.44,crédito cancelamento,2014-09-01,3090.0
2415,160,2015-01-05,263.59,crédito desculpa,2016-01-05,3091.0
2416,392,2013-12-02,2093.15,crédito cancelamento,2014-12-02,3093.0
2417,546,2015-02-12,8696.2,crédito desculpa,2016-02-12,3094.0
2418,758,2012-02-26,3732.46,crédito desculpa,2013-02-25,3095.0
2419,373,2019-05-06,644.3,crédito cancelamento,2020-05-05,3096.0
2420,819,2014-08-03,8763.61,crédito desculpa,2015-08-03,3098.0
2421,921,2020-03-18,884.92,cartão presente,2020-09-14,3099.0
2422,544,2014-01-25,109.28,crédito cancelamento,2015-01-25,3100.0
2423,651,2012-11-08,1191.16,cartão presente,2013-05-07,3102.0
2424,124,2012-12-02,631.43,crédito desculpa,2013-12-02,3103.0
2425,270,2016-02-28,470.29,crédito cancelamento,2017-02-27,3104.0
2426,70,2017-10-17,4468.26,crédito desculpa,2018-10-17,3106.0
2427,882,2016-09-10,999.41,cartão presente,2017-03-09,3109.0
2428,197,2018-04-11,1197.08,crédito cancelamento,2019-04-11,3110.0
2429,397,2017-02-02,841.16,cartão presente,2017-08-01,3112.0
2430,98,2017-07-28,452.79,cartão presente,2018-01-24,3116.0
2431,690,2019-01-09,6.2,crédito desculpa,2020-01-09,3119.0
2432,651,2019-11-03,860.07,cartão presente,2020-05-01,3121.0
2433,489,2018-11-30,911.3,crédito cancelamento,2019-11-30,3132.0
2434,790,2013-07-14,896.24,crédito cancelamento,2014-07-14,3135.0
2435,124,2018-03-18,5619.56,cartão presente,2018-09-14,3137.0
2436,77,2017-07-17,598.0,cartão presente,2018-01-13,3138.0
2437,264,2011-12-13,630.8,cartão presente,2012-06-10,3139.0
2438,473,2014-03-29,5324.89,crédito desculpa,2015-03-29,3140.0
2439,805,2015-05-20,7798.55,crédito cancelamento,2016-05-19,3142.0
2440,94,2020-05-09,5163.19,cartão presente,2020-11-05,3143.0
2441,188,2013-06-29,784.95,crédito cancelamento,2014-06-29,3145.0
2442,359,2019-12-10,1853.62,crédito cancelamento,2020-12-09,3146.0
2443,119,2010-04-10,933.89,cartão presente,2010-10-07,3147.0
2444,960,2017-04-29,634.05,cartão presente,2017-10-26,3149.0
2445,829,2019-08-14,9580.82,crédito desculpa,2020-08-13,3151.0
2446,807,2012-06-30,601.99,cartão presente,2012-12-27,3152.0
2447,363,2018-11-26,930.68,cartão presente,2019-05-25,3154.0
2448,87,2017-12-02,645.77,cartão presente,2018-05-31,3158.0
2449,902,2016-12-08,188.04,crédito cancelamento,2017-12-08,3159.0
2450,874,2012-05-10,2822.89,crédito cancelamento,2013-05-10,3160.0
2451,174,2010-06-29,7851.55,crédito desculpa,2011-06-29,3165.0
2452,569,2014-05-14,177.23,cartão presente,2014-11-10,3166.0
2453,499,2018-06-06,891.87,cartão presente,2018-12-03,3167.0
2454,806,2014-08-05,107.97,crédito desculpa,2015-08-05,3168.0
2455,82,2016-09-02,350.22,cartão presente,2017-03-01,3170.0
2456,997,2017-09-07,772.07,cartão presente,2018-03-06,3171.0
2457,899,2013-11-06,628.31,crédito desculpa,2014-11-06,3172.0
2458,393,2011-01-18,1962.12,cartão presente,2011-07-17,3174.0
2459,323,2015-08-08,195.95,crédito cancelamento,2016-08-07,3177.0
2460,161,2010-11-01,1032.05,crédito cancelamento,2011-11-01,3178.0
2461,819,2011-08-28,48.97,crédito desculpa,2012-08-27,3179.0
2462,962,2020-01-14,7558.54,cartão presente,2020-07-12,3180.0
2463,838,2010-10-22,30.34,crédito cancelamento,2011-10-22,3181.0
2464,942,2019-03-28,2052.87,cartão presente,2019-09-24,3185.0
2465,343,2018-04-10,3892.27,crédito desculpa,2019-04-10,3186.0
2466,519,2018-11-29,240.89,crédito desculpa,2019-11-29,3187.0
2467,976,2012-06-02,19.67,crédito cancelamento,2013-06-02,3190.0
2468,747,2011-06-05,5362.03,crédito desculpa,2012-06-04,3191.0
2469,519,2018-09-11,5407.94,crédito desculpa,2019-09-11,3195.0
2470,568,2012-03-17,268.3,cartão presente,2012-09-13,3196.0
2471,80,2016-10-19,1935.86,cartão presente,2017-04-17,3198.0
2472,436,2010-01-29,294.57,cartão presente,2010-07-28,3199.0
2473,530,2019-11-02,685.02,cartão presente,2020-04-30,3201.0
2474,15,2014-09-07,16.12,cartão presente,2015-03-06,3202.0
2475,480,2018-12-28,8675.93,crédito desculpa,2019-12-28,3205.0
2476,259,2019-07-20,7449.78,cartão presente,2020-01-16,3207.0
2477,912,2014-05-13,156.97,cartão presente,2014-11-09,3210.0
2478,654,2012-08-19,7754.34,crédito desculpa,2013-08-19,3211.0
2479,537,2014-08-26,870.82,crédito cancelamento,2015-08-26,3213.0
2480,716,2012-02-19,4487.85,crédito desculpa,2013-02-18,3215.0
2481,599,2018-09-17,47.52,crédito desculpa,2019-09-17,3216.0
2482,618,2020-04-19,298.05,crédito desculpa,2021-04-19,3217.0
2483,935,2019-03-23,5382.01,crédito desculpa,2020-03-22,3218.0
2484,555,2017-09-24,668.26,crédito desculpa,2018-09-24,3219.0
2485,445,2012-09-15,103.88,crédito desculpa,2013-09-15,3222.0
2486,74,2019-11-26,201.99,cartão presente,2020-05-24,3224.0
2487,94,2014-03-08,5458.94,cartão presente,2014-09-04,3225.0
2488,154,2011-06-04,957.21,crédito cancelamento,2012-06-03,3227.0
2489,371,2016-10-23,899.37,crédito desculpa,2017-10-23,3232.0
2490,583,2010-10-30,808.15,cartão presente,2011-04-28,3233.0
2491,12,2016-04-29,924.39,cartão presente,2016-10-26,3235.0
2492,66,2015-02-23,4011.57,crédito desculpa,2016-02-23,3237.0
2493,146,2018-10-10,905.36,cartão presente,2019-04-08,3238.0
2494,231,2016-01-28,290.97,crédito cancelamento,2017-01-27,3239.0
2495,617,2020-03-19,7335.94,crédito desculpa,2021-03-19,3241.0
2496,765,2011-07-20,741.96,crédito desculpa,2012-07-19,3242.0
2497,568,2011-07-04,6511.11,cartão presente,2011-12-31,3243.0
2498,403,2014-10-16,9474.72,crédito desculpa,2015-10-16,3245.0
2499,496,2014-05-04,829.18,cartão presente,2014-10-31,3247.0
2500,18,2010-02-24,7251.32,cartão presente,2010-08-23,3248.0
2501,992,2010-12-02,583.79,cartão presente,2011-05-31,3249.0
2502,501,2018-10-11,9.12,cartão presente,2019-04-09,3250.0
2503,40,2014-08-18,427.22,crédito cancelamento,2015-08-18,3251.0
2504,546,2014-02-14,8435.35,crédito desculpa,2015-02-14,3252.0
2505,46,2010-03-11,988.06,crédito cancelamento,2011-03-11,3253.0
2506,814,2016-05-17,7360.59,crédito cancelamento,2017-05-17,3254.0
2507,294,2015-09-02,7458.63,crédito cancelamento,2016-09-01,3255.0
2508,574,2016-03-17,860.81,crédito cancelamento,2017-03-17,3256.0
2509,909,2018-04-13,883.48,crédito cancelamento,2019-04-13,3258.0
2510,476,2011-01-29,5160.04,crédito desculpa,2012-01-29,3259.0
2511,657,2015-12-10,398.02,crédito desculpa,2016-12-09,3260.0
2512,16,2012-10-31,2942.28,crédito cancelamento,2013-10-31,3261.0
2513,3,2015-07-09,3629.4,cartão presente,2016-01-05,3262.0
2514,952,2018-09-26,772.45,cartão presente,2019-03-25,3263.0
2515,917,2014-05-23,1385.91,cartão presente,2014-11-19,3266.0
2516,373,2017-03-14,9060.21,cartão presente,2017-09-10,3268.0
2517,635,2019-12-28,465.03,cartão presente,2020-06-25,3269.0
2518,124,2019-11-11,3658.07,crédito desculpa,2020-11-10,3271.0
2519,65,2011-08-06,1358.34,cartão presente,2012-02-02,3273.0
2520,666,2019-06-03,151.57,crédito cancelamento,2020-06-02,3274.0
2521,464,2017-01-17,4163.37,cartão presente,2017-07-16,3275.0
2522,165,2017-10-07,591.45,cartão presente,2018-04-05,3276.0
2523,829,2010-01-02,2157.55,crédito desculpa,2011-01-02,3277.0
2524,515,2014-05-30,697.42,cartão presente,2014-11-26,3278.0
2525,751,2010-05-04,651.08,crédito desculpa,2011-05-04,3279.0
2526,387,2016-06-09,666.48,cartão presente,2016-12-06,3280.0
2527,260,2014-01-01,4777.74,crédito cancelamento,2015-01-01,3281.0
2528,365,2010-09-05,172.07,cartão presente,2011-03-04,3282.0
2529,794,2019-12-05,680.55,cartão presente,2020-06-02,3283.0
2530,398,2019-12-04,7806.9,crédito desculpa,2020-12-03,3284.0
2531,750,2011-02-28,7696.08,crédito desculpa,2012-02-28,3285.0
2532,531,2019-05-08,935.88,crédito cancelamento,2020-05-07,3288.0
2533,289,2017-02-02,715.07,crédito cancelamento,2018-02-02,3290.0
2534,92,2019-01-09,5550.07,cartão presente,2019-07-08,3291.0
2535,356,2018-12-07,989.01,crédito cancelamento,2019-12-07,3292.0
2536,64,2018-06-18,759.34,cartão presente,2018-12-15,3294.0
2537,442,2011-05-11,6876.69,cartão presente,2011-11-07,3295.0
2538,885,2013-08-20,76.23,crédito cancelamento,2014-08-20,3296.0
2539,314,2015-03-28,365.92,cartão presente,2015-09-24,3298.0
2540,934,2011-11-10,8984.38,crédito desculpa,2012-11-09,3299.0
2541,690,2018-09-20,9528.68,cartão presente,2019-03-19,3300.0
2542,861,2019-10-04,758.17,crédito cancelamento,2020-10-03,3301.0
2543,711,2015-08-03,956.14,crédito cancelamento,2016-08-02,3302.0
2544,867,2019-05-09,7472.7,cartão presente,2019-11-05,3304.0
2545,963,2010-08-29,383.95,crédito desculpa,2011-08-29,3305.0
2546,139,2015-04-07,3647.71,cartão presente,2015-10-04,3306.0
2547,492,2019-12-22,9856.94,crédito desculpa,2020-12-21,3307.0
2548,529,2019-04-27,4836.83,cartão presente,2019-10-24,3310.0
2549,257,2014-06-20,2839.36,crédito desculpa,2015-06-20,3311.0
2550,970,2013-10-19,3946.93,crédito desculpa,2014-10-19,3312.0
2551,137,2010-04-07,3633.87,crédito desculpa,2011-04-07,3313.0
2552,70,2012-10-02,553.94,crédito cancelamento,2013-10-02,3316.0
2553,144,2015-07-25,8659.84,crédito desculpa,2016-07-24,3317.0
2554,744,2018-08-21,938.05,crédito cancelamento,2019-08-21,3318.0
2555,1,2017-08-18,511.35,crédito cancelamento,2018-08-18,3320.0
2556,436,2017-10-12,3135.0,crédito cancelamento,2018-10-12,3321.0
2557,939,2018-12-11,51.22,crédito cancelamento,2019-12-11,3322.0
2558,970,2018-12-30,317.03,crédito desculpa,2019-12-30,3325.0
2559,143,2015-12-13,7985.68,cartão presente,2016-06-10,3327.0
2560,298,2015-12-13,158.24,cartão presente,2016-06-10,3328.0
2561,607,2017-06-16,688.73,cartão presente,2017-12-13,3329.0
2562,601,2014-08-24,428.96,crédito desculpa,2015-08-24,3330.0
2563,192,2014-06-26,886.58,crédito desculpa,2015-06-26,3332.0
2564,936,2014-01-22,2173.99,crédito cancelamento,2015-01-22,3333.0
2565,559,2013-03-10,971.1,crédito desculpa,2014-03-10,3334.0
2566,529,2014-03-21,4583.72,crédito desculpa,2015-03-21,3335.0
2567,618,2014-09-04,6625.81,crédito cancelamento,2015-09-04,3336.0
2568,256,2016-06-12,503.55,crédito desculpa,2017-06-12,3337.0
2569,210,2011-12-23,3093.03,crédito cancelamento,2012-12-22,3338.0
2570,258,2018-10-14,555.71,crédito desculpa,2019-10-14,3345.0
2571,396,2011-05-29,1843.12,crédito cancelamento,2012-05-28,3351.0
2572,929,2010-11-22,1325.77,crédito cancelamento,2011-11-22,3352.0
2573,812,2011-01-04,4183.54,cartão presente,2011-07-03,3353.0
2574,402,2010-06-02,8374.65,cartão presente,2010-11-29,3354.0
2575,646,2016-03-06,9263.93,cartão presente,2016-09-02,3355.0
2576,168,2014-02-22,872.03,cartão presente,2014-08-21,3356.0
2577,992,2013-09-28,8146.23,crédito cancelamento,2014-09-28,3357.0
2578,580,2019-10-31,483.56,crédito cancelamento,2020-10-30,3358.0
2579,81,2017-10-31,851.12,cartão presente,2018-04-29,3359.0
2580,715,2020-05-12,9084.82,crédito cancelamento,2021-05-12,3360.0
2581,203,2015-04-14,629.84,cartão presente,2015-10-11,3363.0
2582,529,2016-12-27,8397.24,crédito cancelamento,2017-12-27,3364.0
2583,25,2016-03-26,4502.6,cartão presente,2016-09-22,3367.0
2584,249,2013-09-13,389.96,crédito cancelamento,2014-09-13,3368.0
2585,414,2011-10-04,142.55,crédito cancelamento,2012-10-03,3370.0
2586,342,2016-07-04,1213.18,cartão presente,2016-12-31,3371.0
2587,483,2017-06-19,627.58,crédito desculpa,2018-06-19,3372.0
2588,418,2019-02-26,5150.9,crédito cancelamento,2020-02-26,3374.0
2589,988,2012-07-07,1678.64,crédito cancelamento,2013-07-07,3376.0
2590,731,2015-12-08,7829.8,crédito cancelamento,2016-12-07,3377.0
2591,260,2017-11-30,9145.17,crédito desculpa,2018-11-30,3378.0
2592,215,2010-12-10,6173.66,crédito desculpa,2011-12-10,3379.0
2593,309,2016-01-27,9646.67,cartão presente,2016-07-25,3380.0
2594,21,2012-05-13,9207.14,cartão presente,2012-11-09,3381.0
2595,984,2017-05-09,891.19,cartão presente,2017-11-05,3384.0
2596,286,2019-07-07,7887.75,cartão presente,2020-01-03,3385.0
2597,415,2014-03-13,281.54,crédito cancelamento,2015-03-13,3387.0
2598,994,2016-02-05,2464.13,cartão presente,2016-08-03,3389.0
2599,659,2010-10-23,2070.05,cartão presente,2011-04-21,3391.0
2600,431,2019-12-20,595.33,crédito desculpa,2020-12-19,3392.0
2601,262,2012-03-03,753.92,crédito cancelamento,2013-03-03,3396.0
2602,134,2016-12-31,633.48,crédito cancelamento,2017-12-31,3398.0
2603,77,2018-10-10,4416.03,crédito desculpa,2019-10-10,3399.0
2604,508,2011-03-11,7889.02,cartão presente,2011-09-07,3402.0
2605,808,2011-07-26,7310.05,crédito cancelamento,2012-07-25,3403.0
2606,545,2018-11-03,914.16,crédito cancelamento,2019-11-03,3404.0
2607,477,2018-01-17,4700.59,crédito desculpa,2019-01-17,3405.0
2608,931,2013-07-21,6445.07,cartão presente,2014-01-17,3406.0
2609,448,2011-02-05,2595.83,crédito desculpa,2012-02-05,3414.0
2610,737,2018-05-23,176.79,cartão presente,2018-11-19,3415.0
2611,158,2013-08-30,28.11,crédito cancelamento,2014-08-30,3417.0
2612,807,2012-06-12,9469.52,crédito cancelamento,2013-06-12,3419.0
2613,473,2011-07-14,310.96,crédito desculpa,2012-07-13,3420.0
2614,366,2011-07-05,257.72,crédito desculpa,2012-07-04,3421.0
2615,612,2015-04-16,7700.15,crédito cancelamento,2016-04-15,3423.0
2616,42,2014-11-18,8489.73,crédito desculpa,2015-11-18,3425.0
2617,99,2011-10-27,268.61,crédito cancelamento,2012-10-26,3427.0
2618,650,2013-12-20,642.29,cartão presente,2014-06-18,3429.0
2619,955,2019-04-04,105.29,cartão presente,2019-10-01,3432.0
2620,896,2019-05-19,26.51,cartão presente,2019-11-15,3434.0
2621,702,2015-09-25,9937.1,crédito cancelamento,2016-09-24,3435.0
2622,756,2013-12-22,582.25,crédito cancelamento,2014-12-22,3436.0
2623,790,2015-09-07,827.01,crédito cancelamento,2016-09-06,3439.0
2624,534,2015-10-23,434.04,crédito cancelamento,2016-10-22,3440.0
2625,804,2010-06-22,442.56,crédito desculpa,2011-06-22,3441.0
2626,61,2010-08-10,3329.81,cartão presente,2011-02-06,3442.0
2627,676,2013-03-13,593.54,cartão presente,2013-09-09,3443.0
2628,925,2017-11-10,4911.77,cartão presente,2018-05-09,3444.0
2629,116,2014-07-25,1746.7,crédito desculpa,2015-07-25,3446.0
2630,869,2018-09-23,494.72,cartão presente,2019-03-22,3449.0
2631,187,2010-07-14,1788.51,crédito desculpa,2011-07-14,3450.0
2632,400,2014-11-01,221.71,cartão presente,2015-04-30,3452.0
2633,390,2015-05-07,5635.69,crédito desculpa,2016-05-06,3453.0
2634,147,2011-06-12,994.11,crédito desculpa,2012-06-11,3454.0
2635,567,2016-09-27,134.66,crédito desculpa,2017-09-27,3455.0
2636,303,2010-07-19,9030.98,crédito desculpa,2011-07-19,3456.0
2637,172,2012-10-31,435.75,crédito desculpa,2013-10-31,3457.0
