id_credbanco,id_cliente,data_credito,valor_credito,tipo_credito
1317,93,2010-03-14,2047.87,crédito transferência
1318,844,2012-07-16,944.79,boleto
1319,773,2010-10-13,2864.0,crédito transferência
1320,690,2012-05-20,1971.74,boleto
1321,89,2016-01-31,535.12,crédito transferência
1322,408,2012-05-07,300.83,boleto
1323,315,2016-10-31,911.12,crédito transferência
1324,345,2011-04-20,6381.36,boleto
1325,249,2011-10-15,116.95,boleto
1326,212,2010-08-18,8713.41,boleto
1327,192,2011-06-23,970.46,boleto
1328,503,2011-03-02,7005.66,boleto
1329,532,2018-01-12,8143.01,crédito transferência
1330,425,2013-02-14,3523.88,crédito transferência
1331,895,2016-04-28,96.82,boleto
1332,850,2018-06-07,955.87,boleto
1333,997,2014-06-15,1944.19,crédito transferência
1334,268,2013-09-20,925.93,crédito transferência
1335,447,2015-06-28,518.07,boleto
1336,360,2011-05-22,4754.78,crédito transferência
1337,989,2010-07-19,8686.17,crédito transferência
1338,897,2014-08-24,2765.26,crédito transferência
1339,278,2012-05-30,388.18,crédito transferência
1340,673,2010-09-20,9692.89,boleto
1341,885,2015-06-29,8735.15,boleto
1342,123,2017-07-05,942.19,boleto
1343,222,2010-11-29,6978.48,crédito transferência
1344,569,2010-03-24,3169.57,boleto
1345,930,2016-06-15,509.01,boleto
1346,258,2010-10-19,7388.21,crédito transferência
1347,716,2012-08-09,658.88,crédito transferência
1348,804,2016-08-04,15.25,crédito transferência
1349,66,2010-05-08,370.65,boleto
1350,533,2011-07-19,360.76,boleto
1351,630,2011-04-09,4622.02,crédito transferência
1352,248,2010-11-11,124.35,boleto
1353,642,2013-06-17,4255.45,crédito transferência
1354,141,2015-04-16,303.93,boleto
1355,554,2011-08-15,1182.13,boleto
1356,248,2011-07-14,8073.57,crédito transferência
1357,427,2010-09-02,962.35,crédito transferência
1358,849,2012-11-08,7658.28,crédito transferência
1359,976,2011-01-19,3234.09,crédito transferência
1360,346,2011-11-04,9207.66,boleto
1361,719,2010-02-07,2007.7,crédito transferência
1362,851,2011-08-03,2325.25,crédito transferência
1363,915,2013-01-13,365.68,boleto
1364,482,2010-06-09,1726.95,crédito transferência
1365,603,2016-02-04,470.96,boleto
1366,972,2011-01-08,9037.85,boleto
1367,363,2015-05-13,818.54,boleto
1368,806,2012-06-06,205.18,crédito transferência
1369,442,2010-07-25,6019.5,crédito transferência
1370,671,2010-05-07,7535.49,crédito transferência
1371,340,2014-09-16,512.74,crédito transferência
1372,227,2012-07-17,6922.13,boleto
1373,117,2011-03-16,95.95,boleto
1374,707,2010-05-06,880.89,crédito transferência
1375,461,2012-07-04,4936.0,boleto
1376,207,2010-07-17,788.26,boleto
1377,86,2010-04-13,275.25,boleto
1378,214,2010-01-30,2309.73,boleto
1379,905,2010-01-07,5943.35,crédito transferência
1380,887,2012-02-14,7731.23,crédito transferência
1381,355,2013-11-03,419.71,crédito transferência
1382,34,2012-01-16,574.8,boleto
1383,803,2018-10-14,775.81,crédito transferência
1384,318,2010-07-18,9912.97,boleto
1385,379,2013-11-18,134.4,crédito transferência
1386,984,2011-05-31,981.0,crédito transferência
1387,453,2015-02-06,8529.45,boleto
1388,634,2011-09-06,190.76,boleto
1389,458,2012-11-21,8758.29,boleto
1390,462,2011-10-04,853.28,boleto
1391,896,2011-11-15,2671.77,boleto
1392,317,2010-10-24,854.99,boleto
1393,771,2011-09-28,5888.01,boleto
1394,269,2013-12-30,3675.03,crédito transferência
1395,31,2011-06-13,5286.77,crédito transferência
1396,297,2013-11-01,5993.89,crédito transferência
1397,267,2010-08-09,161.25,crédito transferência
1398,657,2012-05-12,670.68,crédito transferência
1399,7,2013-11-11,5969.77,crédito transferência
1400,40,2013-03-18,699.01,boleto
1401,239,2013-11-17,979.91,boleto
1402,808,2012-03-21,550.31,crédito transferência
1403,702,2010-12-05,673.28,boleto
1404,105,2010-03-27,454.73,boleto
1405,665,2013-06-24,5036.05,boleto
1406,318,2014-04-14,2852.4,boleto
1407,745,2012-01-30,673.06,boleto
1408,288,2011-03-29,923.26,boleto
1409,141,2015-07-02,7583.26,crédito transferência
1410,689,2012-12-06,1734.51,boleto
1411,759,2010-02-14,6577.57,boleto
1412,239,2012-10-02,172.09,boleto
1413,61,2014-08-31,837.77,crédito transferência
1414,811,2012-03-09,188.38,boleto
1415,674,2014-11-24,27.83,boleto
1416,736,2014-05-04,994.43,boleto
1417,102,2014-11-02,651.78,crédito transferência
1418,781,2012-12-07,1425.0,boleto
1419,835,2010-10-14,621.1,boleto
1420,26,2010-02-20,832.21,crédito transferência
1421,799,2011-06-13,4233.35,crédito transferência
1422,495,2017-06-29,698.14,crédito transferência
1423,577,2015-05-15,461.38,crédito transferência
1424,651,2010-02-23,4870.61,boleto
1425,200,2014-08-26,797.49,crédito transferência
1426,756,2014-11-19,4369.02,boleto
1427,723,2010-09-13,8095.06,crédito transferência
1428,57,2017-04-14,806.96,boleto
1429,243,2010-02-04,679.45,boleto
1430,803,2011-02-15,308.47,crédito transferência
1431,325,2011-03-04,7797.46,boleto
1432,627,2017-05-28,196.14,boleto
1433,490,2010-04-12,7266.42,boleto
1434,220,2016-01-11,4168.21,crédito transferência
1435,428,2013-02-13,583.84,crédito transferência
1436,224,2011-03-15,6648.12,crédito transferência
1437,145,2011-07-07,230.95,boleto
1438,685,2010-09-08,163.72,boleto
1439,370,2010-08-16,3559.19,boleto
1440,167,2014-01-25,758.63,boleto
1441,448,2011-08-20,286.83,crédito transferência
1442,592,2013-05-18,183.68,boleto
1443,322,2010-01-17,7764.16,crédito transferência
1444,493,2010-12-10,600.11,crédito transferência
1445,177,2013-11-12,4555.67,crédito transferência
1446,800,2011-01-11,2740.13,boleto
1447,457,2015-04-25,8630.47,boleto
1448,434,2014-11-04,577.93,crédito transferência
1449,497,2012-07-19,816.39,crédito transferência
1450,328,2011-06-13,651.35,crédito transferência
1451,968,2010-02-06,386.86,crédito transferência
1452,925,2014-06-17,111.35,boleto
1453,807,2011-09-12,662.87,crédito transferência
1454,335,2019-11-30,9496.85,boleto
1455,347,2011-02-20,2200.31,boleto
1456,30,2015-01-04,850.21,boleto
1457,884,2013-01-14,8977.65,boleto
1458,755,2014-11-04,369.42,boleto
1459,557,2011-12-04,466.07,boleto
1460,447,2013-12-22,3401.7,boleto
1461,591,2011-03-04,7084.81,crédito transferência
1462,804,2014-02-13,2752.26,boleto
1463,483,2010-10-08,583.81,crédito transferência
1464,29,2018-01-06,111.8,boleto
1465,880,2017-02-05,485.35,crédito transferência
1466,979,2011-05-16,849.1,crédito transferência
1467,872,2010-03-02,122.14,boleto
1468,526,2010-02-26,692.63,crédito transferência
1469,630,2013-05-20,780.47,boleto
1470,477,2012-07-28,690.18,boleto
1471,810,2011-02-13,598.74,boleto
1472,439,2010-03-30,630.65,boleto
1473,13,2012-11-30,30.85,crédito transferência
1474,790,2010-03-24,5874.31,boleto
1475,97,2010-04-14,7173.81,boleto
1476,810,2013-12-12,974.13,boleto
1477,495,2010-09-05,8436.71,boleto
1478,912,2010-02-26,4968.04,boleto
1479,713,2012-01-31,9623.52,boleto
1480,644,2011-02-12,775.34,boleto
1481,429,2010-10-12,338.13,crédito transferência
1482,240,2011-07-09,7796.08,boleto
1483,153,2010-08-15,132.5,boleto
1484,115,2010-01-20,4783.91,crédito transferência
1485,552,2010-02-28,4559.57,boleto
1486,797,2013-03-04,8015.84,boleto
1487,434,2010-05-27,0.5,boleto
1488,172,2014-09-01,9025.89,crédito transferência
1489,907,2010-05-21,9893.69,crédito transferência
1490,645,2012-03-20,728.13,crédito transferência
1491,257,2014-01-12,962.33,boleto
1492,490,2010-10-26,351.86,crédito transferência
1493,253,2013-07-08,1592.34,crédito transferência
1494,33,2011-08-19,333.17,boleto
1495,117,2012-10-05,5519.95,boleto
1496,468,2012-11-21,547.32,crédito transferência
1497,778,2017-02-27,809.98,crédito transferência
1498,560,2017-08-30,629.35,boleto
1499,530,2010-05-29,715.99,crédito transferência
1500,617,2015-05-03,915.04,boleto
1501,440,2010-08-11,118.82,crédito transferência
1502,986,2015-06-02,9252.84,crédito transferência
1503,966,2010-10-06,628.24,boleto
1504,108,2014-08-28,43.69,boleto
1505,745,2015-04-10,224.43,crédito transferência
1506,937,2014-06-04,8805.83,boleto
1507,104,2016-05-17,732.41,boleto
1508,664,2010-08-28,1318.39,boleto
1509,128,2010-10-10,601.93,crédito transferência
1510,892,2010-03-18,180.26,crédito transferência
1511,284,2010-08-25,4667.5,crédito transferência
1512,706,2011-06-09,6378.28,crédito transferência
1513,715,2010-01-09,87.0,crédito transferência
1514,164,2014-01-23,581.17,crédito transferência
1515,692,2011-04-21,2193.94,crédito transferência
1516,897,2011-02-20,7977.03,crédito transferência
1517,614,2010-05-21,613.71,boleto
1518,661,2011-11-16,5889.18,crédito transferência
1519,673,2016-07-24,55.35,boleto
1520,124,2010-07-09,7200.85,boleto
1521,831,2011-07-15,913.34,boleto
1522,808,2014-03-21,3307.14,crédito transferência
1523,144,2012-10-09,303.82,crédito transferência
1524,384,2011-06-24,1000.01,crédito transferência
1525,165,2012-10-13,447.66,crédito transferência
1526,36,2010-02-28,3711.03,crédito transferência
1527,229,2010-12-18,943.99,boleto
1528,318,2010-11-04,847.56,crédito transferência
1529,865,2013-12-31,861.34,boleto
1530,933,2011-11-05,4439.29,crédito transferência
1531,491,2016-09-22,405.33,crédito transferência
1532,215,2014-12-13,675.69,boleto
1533,966,2010-08-18,413.34,boleto
1534,484,2014-03-19,34.9,crédito transferência
1535,107,2019-01-21,482.45,boleto
1536,597,2010-01-13,651.57,boleto
1537,250,2010-10-29,7228.18,crédito transferência
1538,72,2011-07-21,536.93,boleto
1539,381,2013-10-17,2695.58,crédito transferência
1540,390,2012-03-01,2722.77,boleto
1541,432,2013-12-18,312.1,boleto
1542,774,2016-05-16,1812.29,boleto
1543,192,2011-01-16,9769.83,boleto
1544,799,2012-12-12,3395.02,boleto
1545,695,2011-06-06,8974.36,boleto
1546,330,2014-10-05,4731.9,boleto
1547,808,2011-04-18,604.48,boleto
1548,742,2011-01-11,7125.32,crédito transferência
1549,66,2010-09-05,851.72,boleto
1550,459,2010-10-30,662.93,crédito transferência
1551,712,2017-01-14,544.46,boleto
1552,525,2011-07-20,5913.77,crédito transferência
1553,399,2010-06-17,6286.24,boleto
1554,580,2010-02-15,9543.68,crédito transferência
1555,942,2011-09-04,426.21,boleto
1556,205,2012-12-16,756.01,crédito transferência
1557,494,2011-09-17,954.17,boleto
1558,668,2014-08-02,649.52,boleto
1559,82,2011-11-04,7298.14,boleto
1560,482,2015-05-05,857.46,boleto
1561,837,2016-09-18,2532.08,boleto
1562,18,2014-08-20,4684.4,crédito transferência
1563,564,2011-09-19,2089.07,crédito transferência
1564,352,2010-05-03,8948.63,boleto
1565,781,2010-09-13,1256.4,crédito transferência
1566,205,2013-05-30,919.78,crédito transferência
1567,88,2010-01-19,5416.37,boleto
1568,448,2011-11-02,780.11,boleto
1569,592,2011-04-01,7438.43,crédito transferência
1570,489,2013-12-22,605.35,boleto
1571,978,2011-08-17,534.86,boleto
1572,787,2010-03-16,9732.29,boleto
1573,123,2011-01-06,255.7,crédito transferência
1574,809,2014-11-08,6802.35,crédito transferência
1575,666,2014-10-15,2693.87,crédito transferência
1576,790,2012-07-07,6285.95,boleto
1577,364,2010-10-29,394.12,crédito transferência
1578,862,2016-10-19,3065.31,boleto
1579,797,2011-04-20,868.58,boleto
1580,9,2015-10-04,5526.84,crédito transferência
1581,913,2011-11-12,884.35,boleto
1582,211,2017-08-23,6641.14,crédito transferência
1583,132,2012-05-09,6952.86,crédito transferência
1584,142,2010-03-19,5820.01,boleto
1585,145,2011-02-11,5938.91,boleto
1586,877,2013-09-03,610.74,crédito transferência
1587,192,2010-06-30,470.68,boleto
1588,85,2010-03-16,7552.49,boleto
1589,263,2012-12-01,2825.27,boleto
1590,14,2015-09-30,581.24,boleto
1591,518,2010-10-19,905.79,crédito transferência
1592,509,2011-08-31,636.03,crédito transferência
1593,803,2012-06-09,3699.21,boleto
1594,642,2010-02-06,6626.53,crédito transferência
1595,230,2010-06-07,686.45,boleto
1596,290,2012-11-30,3905.39,boleto
1597,948,2019-06-20,617.6,boleto
1598,714,2010-05-19,3994.07,crédito transferência
1599,181,2012-08-18,8810.17,boleto
1600,302,2014-05-17,730.32,boleto
1601,496,2010-07-14,3136.85,boleto
1602,304,2015-03-09,204.78,boleto
1603,909,2014-04-15,715.6,boleto
1604,232,2011-05-01,52.81,crédito transferência
1605,902,2016-04-08,9447.09,crédito transferência
1606,513,2013-08-24,5349.89,boleto
1607,633,2018-01-08,927.0,boleto
1608,225,2014-03-04,846.58,boleto
1609,476,2018-03-30,351.42,crédito transferência
1610,548,2012-07-02,392.21,boleto
1611,180,2018-10-10,9485.03,boleto
1612,572,2011-12-05,2051.5,boleto
1613,851,2012-01-31,1980.78,crédito transferência
1614,128,2010-06-27,2708.94,boleto
1615,483,2011-03-09,397.97,boleto
1616,643,2010-12-25,8008.76,boleto
1617,517,2015-07-21,1425.85,boleto
1618,192,2010-03-20,4489.36,boleto
1619,494,2010-09-24,2282.85,boleto
1620,439,2016-05-31,907.69,boleto
1621,573,2012-03-14,4548.92,boleto
1622,973,2015-07-02,148.15,boleto
1623,882,2016-05-22,4203.77,boleto
1624,583,2013-04-29,556.98,crédito transferência
1625,162,2014-05-23,619.27,boleto
1626,68,2010-04-28,679.06,boleto
1627,356,2010-07-31,502.86,boleto
1628,394,2011-09-25,9546.28,crédito transferência
1629,425,2011-04-24,236.1,crédito transferência
1630,572,2014-09-10,674.52,boleto
1631,188,2015-06-04,235.22,crédito transferência
1632,627,2010-07-01,245.74,crédito transferência
1633,95,2012-04-11,9449.94,crédito transferência
1634,12,2011-03-28,883.84,crédito transferência
1635,232,2015-02-20,4853.89,boleto
1636,730,2010-10-16,697.65,crédito transferência
1637,73,2011-06-28,847.23,boleto
1638,45,2012-07-26,5280.56,boleto
1639,221,2013-12-23,751.42,crédito transferência
1640,663,2018-04-24,153.47,crédito transferência
1641,834,2014-12-23,688.42,boleto
1642,948,2011-05-20,313.68,crédito transferência
1643,455,2011-11-23,354.13,boleto
1644,59,2016-03-23,164.4,boleto
1645,4,2019-08-13,2780.82,crédito transferência
1646,48,2012-08-06,66.08,crédito transferência
1647,670,2010-05-22,6699.11,boleto
1648,637,2013-07-30,200.54,crédito transferência
1649,456,2012-09-22,873.89,boleto
1650,16,2013-02-09,594.67,boleto
1651,207,2012-08-01,528.44,crédito transferência
1652,469,2010-11-09,6170.49,boleto
1653,670,2010-12-08,8336.81,boleto
1654,104,2016-06-04,711.79,crédito transferência
1655,671,2011-09-10,104.3,crédito transferência
1656,772,2013-07-17,786.19,crédito transferência
1657,353,2011-10-23,450.61,crédito transferência
1658,874,2010-08-24,664.52,boleto
1659,30,2010-01-15,484.06,boleto
1660,946,2011-06-24,445.03,boleto
1661,483,2010-02-20,31.1,boleto
1662,725,2010-05-02,1000.95,crédito transferência
1663,653,2012-03-26,818.6,boleto
1664,100,2015-07-16,752.52,crédito transferência
1665,99,2017-06-22,6316.57,crédito transferência
1666,811,2015-04-09,922.78,boleto
1667,447,2016-06-21,966.04,crédito transferência
1668,323,2016-05-06,490.32,crédito transferência
1669,354,2013-05-27,54.45,crédito transferência
1670,529,2016-04-18,439.76,boleto
1671,425,2012-03-07,810.57,boleto
1672,310,2014-12-18,853.12,crédito transferência
1673,537,2013-09-18,7334.58,crédito transferência
1674,372,2010-04-28,3567.58,boleto
1675,455,2011-11-22,323.39,boleto
1676,463,2010-12-13,997.13,crédito transferência
1677,680,2012-11-04,4687.4,crédito transferência
1678,810,2012-08-10,493.9,boleto
1679,596,2017-08-13,2424.31,crédito transferência
1680,453,2017-09-03,5979.7,boleto
1681,519,2012-07-20,496.75,boleto
1682,858,2012-01-02,269.71,crédito transferência
1683,105,2011-08-02,3345.73,boleto
1684,451,2011-03-21,529.11,crédito transferência
1685,43,2010-03-14,5116.51,crédito transferência
1686,46,2013-12-25,611.81,crédito transferência
1687,118,2010-08-31,840.3,crédito transferência
1688,887,2010-05-06,1777.79,crédito transferência
1689,121,2012-09-14,2365.54,boleto
1690,54,2016-11-17,5506.31,boleto
1691,359,2012-11-17,282.07,crédito transferência
1692,248,2014-05-05,3589.6,crédito transferência
1693,342,2011-11-07,700.91,boleto
1694,375,2015-12-18,259.24,boleto
1695,991,2010-10-20,730.09,boleto
1696,128,2013-04-20,6310.82,crédito transferência
1697,384,2010-01-21,6951.64,crédito transferência
1698,223,2010-04-05,7776.26,boleto
1699,161,2010-03-28,604.49,boleto
1700,184,2015-12-15,968.97,boleto
1701,990,2011-10-12,476.41,boleto
1702,361,2014-03-26,6434.2,crédito transferência
1703,581,2010-07-29,8414.7,boleto
1704,410,2010-01-13,950.4,boleto
1705,60,2011-08-06,9851.35,crédito transferência
1706,396,2010-02-11,300.02,crédito transferência
1707,52,2015-08-29,697.27,crédito transferência
1708,721,2011-09-29,186.55,boleto
1709,287,2015-05-17,85.52,crédito transferência
1710,983,2011-08-01,8353.46,crédito transferência
1711,523,2010-10-04,647.68,crédito transferência
1712,204,2013-12-20,880.04,boleto
1713,177,2011-05-13,1342.8,crédito transferência
1714,829,2010-04-04,313.91,crédito transferência
1715,477,2016-02-24,5652.0,crédito transferência
1716,702,2011-03-24,823.65,boleto
1717,146,2010-12-29,5315.15,boleto
1718,466,2012-07-07,923.69,crédito transferência
1719,940,2011-03-12,608.98,crédito transferência
1720,972,2011-05-29,5959.03,crédito transferência
1721,894,2010-12-30,2689.67,crédito transferência
1722,648,2011-06-16,802.12,crédito transferência
1723,208,2010-01-06,638.47,crédito transferência
1724,508,2012-05-03,477.98,boleto
1725,755,2010-01-24,304.53,crédito transferência
1726,33,2011-11-05,784.25,crédito transferência
1727,37,2016-01-12,576.08,boleto
1728,92,2011-02-19,9514.98,crédito transferência
1729,428,2017-12-20,7587.09,crédito transferência
1730,204,2013-07-29,2333.46,crédito transferência
1731,853,2018-07-25,8050.69,boleto
1732,370,2011-01-16,7794.22,crédito transferência
1733,370,2010-08-29,7417.51,crédito transferência
1734,75,2010-06-04,564.85,crédito transferência
1735,195,2014-02-28,9407.79,crédito transferência
1736,609,2010-11-22,300.07,boleto
1737,928,2010-01-15,366.59,boleto
1738,347,2011-01-11,4681.39,crédito transferência
1739,274,2011-06-04,267.1,crédito transferência
1740,829,2012-08-22,5796.25,crédito transferência
1741,755,2014-10-26,3635.81,crédito transferência
1742,994,2010-06-08,6998.58,boleto
1743,361,2011-03-29,2071.15,crédito transferência
1744,608,2010-09-14,497.57,crédito transferência
1745,824,2010-12-28,8328.5,boleto
1746,859,2010-10-31,134.4,boleto
1747,195,2011-10-07,580.95,boleto
1748,115,2015-01-20,317.76,boleto
1749,539,2015-01-28,262.63,crédito transferência
1750,40,2011-01-20,998.2,crédito transferência
1751,404,2011-02-25,895.2,crédito transferência
1752,375,2015-02-09,7281.94,boleto
1753,540,2010-01-02,234.44,boleto
1754,610,2016-01-20,186.03,crédito transferência
1755,27,2013-01-04,9050.17,crédito transferência
1756,722,2012-08-06,885.22,boleto
1757,512,2010-11-29,6791.53,boleto
1758,601,2011-09-13,7872.44,boleto
1759,110,2010-05-24,661.64,boleto
1760,138,2011-12-05,7027.34,crédito transferência
1761,802,2012-06-03,923.51,crédito transferência
1762,896,2014-02-22,4257.07,crédito transferência
1763,849,2012-05-25,6870.05,crédito transferência
1764,815,2010-08-18,480.03,crédito transferência
1765,693,2016-05-08,7790.52,crédito transferência
1766,629,2010-01-30,53.68,boleto
1767,732,2011-12-13,3500.22,boleto
1768,213,2011-05-19,1444.22,crédito transferência
1769,513,2010-10-24,648.0,boleto
1770,251,2014-01-26,494.64,crédito transferência
1771,813,2011-07-21,510.43,crédito transferência
1772,363,2011-08-02,345.01,crédito transferência
1773,939,2010-01-26,5689.03,crédito transferência
1774,606,2011-02-03,473.15,boleto
1775,877,2010-08-07,831.37,crédito transferência
1776,150,2013-02-17,537.77,boleto
1777,310,2018-05-15,120.52,boleto
1778,647,2011-09-21,78.15,crédito transferência
1779,194,2011-12-23,9404.55,boleto
1780,428,2010-08-16,1683.53,boleto
1781,611,2018-02-25,667.4,boleto
1782,176,2012-07-07,610.02,boleto
1783,984,2018-05-27,5881.55,boleto
1784,871,2014-05-25,3457.15,boleto
1785,868,2014-02-24,2811.23,boleto
1786,160,2012-10-02,2462.2,boleto
1787,312,2016-02-28,562.86,crédito transferência
1788,540,2010-07-23,6572.09,boleto
1789,136,2010-08-02,473.04,boleto
1790,109,2010-02-27,199.42,boleto
1791,543,2011-02-21,3386.57,crédito transferência
1792,773,2012-06-01,325.8,crédito transferência
1793,299,2011-02-14,690.1,boleto
1794,735,2010-11-16,933.9,boleto
1795,702,2010-11-13,76.62,crédito transferência
1796,280,2013-10-18,911.7,boleto
1797,617,2010-01-14,6475.29,crédito transferência
1798,961,2014-04-27,1.28,boleto
1799,615,2010-01-06,356.63,crédito transferência
1800,572,2011-08-23,682.82,boleto
1801,543,2011-11-30,516.72,crédito transferência
1802,793,2013-10-14,1727.25,crédito transferência
1803,712,2015-04-04,8748.54,crédito transferência
1804,834,2012-07-24,9648.46,crédito transferência
1805,320,2010-03-20,299.18,crédito transferência
1806,583,2010-07-03,3934.44,crédito transferência
1807,988,2013-11-23,7697.31,crédito transferência
1808,368,2016-04-22,7090.67,boleto
1809,881,2010-02-13,3083.85,crédito transferência
1810,850,2010-11-19,1339.59,crédito transferência
1811,319,2012-02-14,2255.84,boleto
1812,923,2010-04-15,763.98,boleto
1813,132,2018-08-28,5068.45,boleto
1814,697,2017-12-27,4942.83,boleto
1815,211,2010-08-13,4785.71,crédito transferência
1816,463,2012-09-21,450.82,crédito transferência
1817,636,2011-04-23,2335.66,boleto
1818,346,2014-02-18,3986.88,boleto
1819,737,2013-12-30,8642.88,crédito transferência
1820,18,2011-01-29,296.78,crédito transferência
1821,611,2012-08-10,422.44,boleto
1822,460,2015-04-08,268.44,boleto
1823,963,2015-01-07,94.8,crédito transferência
1824,49,2011-02-09,5783.3,boleto
1825,797,2011-02-03,9660.37,boleto
1826,352,2011-04-09,372.19,boleto
1827,652,2014-07-09,5347.99,boleto
1828,115,2015-01-29,8402.46,boleto
1829,773,2018-04-08,555.3,crédito transferência
1830,61,2011-09-17,8.63,crédito transferência
1831,709,2011-07-05,6217.22,crédito transferência
1832,579,2014-09-01,608.87,crédito transferência
1833,350,2012-08-07,176.3,crédito transferência
1834,87,2010-12-26,8677.16,boleto
1835,225,2012-01-23,577.53,crédito transferência
1836,537,2016-09-05,5452.07,crédito transferência
1837,173,2010-06-16,569.7,boleto
1838,364,2010-07-01,895.1,crédito transferência
1839,296,2010-01-26,9884.02,boleto
1840,550,2010-03-30,460.05,boleto
1841,357,2010-12-11,271.36,crédito transferência
1842,315,2013-01-30,6393.36,crédito transferência
1843,40,2010-01-04,9720.8,crédito transferência
1844,79,2011-06-05,9231.55,boleto
1845,185,2010-01-08,491.68,boleto
1846,997,2014-07-21,316.11,boleto
1847,701,2012-09-27,522.96,boleto
1848,610,2011-08-25,356.66,crédito transferência
1849,68,2017-03-14,1567.18,boleto
1850,552,2012-03-17,4592.43,boleto
1851,803,2014-06-27,480.4,crédito transferência
1852,140,2014-09-29,9505.06,boleto
1853,568,2018-05-23,939.53,boleto
1854,247,2019-10-15,7366.37,boleto
1855,574,2011-01-17,541.38,boleto
1856,934,2013-04-14,960.82,crédito transferência
1857,824,2010-03-10,5080.72,crédito transferência
1858,66,2013-03-13,419.39,boleto
1859,50,2016-08-16,133.18,crédito transferência
1860,35,2017-02-16,6385.82,crédito transferência
1861,69,2010-03-23,7255.34,crédito transferência
1862,120,2014-03-07,3812.09,crédito transferência
1863,89,2010-04-27,621.53,boleto
1864,800,2013-07-31,5.24,crédito transferência
1865,504,2011-07-12,6590.3,crédito transferência
1866,141,2010-01-06,130.13,crédito transferência
1867,987,2014-11-18,796.07,crédito transferência
1868,294,2010-11-21,177.03,crédito transferência
1869,127,2011-11-13,424.65,boleto
1870,435,2012-07-10,5061.01,boleto
1871,722,2014-05-31,9034.5,crédito transferência
1872,870,2013-06-23,7604.18,crédito transferência
1873,114,2010-06-23,3209.31,boleto
1874,452,2010-05-17,895.55,crédito transferência
1875,658,2011-08-31,927.82,crédito transferência
1876,290,2010-04-21,7113.66,boleto
1877,639,2010-03-23,42.05,crédito transferência
1878,792,2014-12-13,243.74,boleto
1879,753,2013-10-11,681.23,crédito transferência
1880,17,2014-05-03,2800.31,boleto
1881,252,2013-09-04,550.17,crédito transferência
1882,56,2010-08-14,77.51,boleto
1883,983,2013-07-18,382.01,crédito transferência
1884,702,2015-04-12,5613.1,boleto
1885,944,2010-01-08,54.55,boleto
1886,27,2010-02-01,520.84,boleto
1887,213,2010-05-23,480.32,boleto
1888,588,2010-08-18,22.14,boleto
1889,708,2010-01-13,5690.97,crédito transferência
1890,945,2012-02-22,822.33,crédito transferência
1891,875,2016-01-02,85.32,boleto
1892,152,2015-02-08,134.91,boleto
1893,96,2010-05-22,268.47,crédito transferência
1894,399,2011-09-01,493.25,crédito transferência
1895,655,2010-01-31,116.16,boleto
1896,708,2011-08-31,2129.65,crédito transferência
1897,231,2010-03-04,577.36,boleto
1898,456,2012-02-03,336.85,boleto
1899,642,2011-10-01,6096.29,crédito transferência
1900,300,2017-04-15,9799.59,boleto
1901,684,2010-07-11,1550.56,boleto
1902,562,2010-04-16,573.65,boleto
1903,627,2010-01-17,6094.74,crédito transferência
1904,407,2014-07-09,886.95,boleto
1905,20,2010-03-05,999.48,crédito transferência
1906,958,2013-03-07,4769.6,boleto
1907,56,2012-02-21,28.25,crédito transferência
1908,696,2010-10-24,692.13,crédito transferência
1909,80,2017-11-20,5987.12,crédito transferência
1910,571,2011-12-08,775.79,crédito transferência
1911,143,2010-10-29,962.46,boleto
1912,384,2013-07-21,152.2,crédito transferência
1913,470,2015-02-04,783.74,boleto
1914,243,2013-01-12,4740.31,crédito transferência
1915,64,2013-02-17,340.28,crédito transferência
1916,911,2011-09-20,639.69,boleto
1917,242,2015-03-16,340.44,boleto
1918,59,2013-08-08,9634.19,crédito transferência
1919,537,2017-10-04,128.14,crédito transferência
1920,464,2013-04-07,824.98,crédito transferência
1921,888,2011-10-23,1517.99,boleto
1922,947,2015-12-24,57.72,crédito transferência
1923,133,2015-11-24,6315.72,crédito transferência
1924,713,2010-07-30,889.84,boleto
1925,146,2015-01-05,2607.1,crédito transferência
1926,856,2010-11-21,8629.91,boleto
1927,954,2010-02-18,256.3,crédito transferência
1928,56,2012-01-17,8913.71,boleto
1929,200,2010-03-22,294.37,boleto
1930,531,2012-11-29,900.09,crédito transferência
1931,904,2012-12-01,242.96,crédito transferência
1932,886,2017-10-11,3399.61,crédito transferência
1933,743,2012-05-28,239.56,crédito transferência
1934,948,2012-08-31,504.73,crédito transferência
1935,708,2010-12-10,156.48,boleto
1936,997,2016-07-04,9388.02,crédito transferência
1937,772,2010-06-16,3016.11,crédito transferência
1938,613,2013-02-08,4229.45,boleto
1939,607,2010-01-10,8008.85,crédito transferência
1940,339,2010-11-02,570.24,boleto
1941,402,2015-03-28,698.1,boleto
1942,675,2013-08-20,753.92,boleto
1943,711,2010-01-16,7401.1,crédito transferência
1944,327,2012-10-28,9674.34,boleto
1945,86,2015-01-17,404.68,crédito transferência
1946,562,2011-03-11,802.54,boleto
1947,869,2015-10-07,7138.84,crédito transferência
1948,340,2013-04-13,212.88,crédito transferência
1949,777,2012-07-27,826.18,boleto
1950,361,2010-04-20,767.49,crédito transferência
1951,955,2015-12-25,691.63,crédito transferência
1952,193,2010-02-04,9114.12,boleto
1953,264,2012-01-25,552.55,boleto
1954,525,2012-03-15,86.55,crédito transferência
